flag_labelx,FMN1,FMD1,MFMD1,MFMN1,MMAV11,MMAV21,MAV1,SSI1,WAMP1,WL1,ZC1,IEMG1,VAR1,SSC1,RMS1,FR1,FMN2,FMD2,MFMD2,MFMN2,MMAV12,MMAV22,MAV2,SSI2,WAMP2,WL2,ZC2,IEMG2,VAR2,SSC2,RMS2,FR2
0,2965.174,89245.88,1494.662,2640.389,2.15,1.522,2.87,536.464,0,3.203,0,183.721,0.141,0,0.361,0,2965.174,89245.88,1494.662,2640.389,2.178,1.513,2.934,551.198,0,0.564,0,187.816,0,0,0.366,0
1,2965.953,91503.096,1513.316,2645.529,2.173,1.525,2.912,551.59,0,3.077,0,186.414,0.134,0,0.366,0,2965.953,91503.096,1513.316,2645.529,2.233,1.551,3.009,579.822,0,0.591,0,192.634,0,0,0.376,0
1,2971.442,44394.7,1040.45,2652.971,1.509,1.057,2.025,270.195,0,3.264,0,129.615,0.12,0,0.256,0,2971.442,44394.7,1040.45,2652.971,2.245,1.567,3.019,585.179,0,1.996,0,193.245,0.026,0,0.377,0
1,2974.703,6246.761,389.403,2644.921,0.56,0.389,0.756,38.45,0,1.492,0,48.405,0.028,0,0.096,0,2974.703,6246.761,389.403,2644.921,2.25,1.577,3.02,590.007,0,3.164,0,193.297,0.096,0,0.379,0
0,2954.153,23347.802,829.334,2566.059,1.055,0.757,1.401,146.432,0,2.48,0,89.68,0.324,0,0.189,0,2954.153,23347.802,829.334,2566.059,2.2,1.544,2.951,559.269,0,2.836,0,188.905,0.026,0,0.369,0
0,2966.474,44316.8,1048.952,2648.429,1.51,1.057,2.027,267.353,0,2.347,0,129.767,0.066,0,0.255,0,2966.474,44316.8,1048.952,2648.429,1.624,1.119,2.198,319.416,0,2.327,0,140.718,0.156,0,0.279,0
0,2965.882,31027.286,892.895,2639.463,1.25,0.853,1.699,188.576,0,2.964,0,108.777,0.057,0,0.214,0,2965.882,31027.286,892.895,2639.463,1.901,1.347,2.532,412.078,0,2.672,0,162.051,0.027,0,0.317,0
0,2968.677,30894.826,870.517,2654.847,1.261,0.884,1.693,187.037,0,2.291,0,108.352,0.056,0,0.213,0,2968.677,30894.826,870.517,2654.847,1.248,0.863,1.685,183.38,0,1.014,0,107.88,0.023,0,0.211,0
0,2974.09,6737.307,404.882,2645.754,0.582,0.402,0.786,41.436,0,1.58,0,50.327,0.029,0,0.1,0,2974.09,6737.307,404.882,2645.754,2.052,1.44,2.752,489.734,0,2.784,0,176.138,0.077,0,0.345,0
0,2967.281,2140.726,230.519,2650.71,0.332,0.232,0.446,12.951,0,0.719,0,28.547,0.003,0,0.056,0,2967.281,2140.726,230.519,2650.71,2.193,1.537,2.942,560.492,0,3.122,0,188.305,0.1,0,0.369,0
